abilities,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,attack,base_egg_steps,base_happiness,base_total,capture_rate,classfication,defense,experience_growth,height_m,hp,name,percentage_male,pokedex_number,sp_attack,sp_defense,speed,type1,type2,weight_kg,generation,is_legendary
"['Intimidate', 'Reckless']",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,120,3840,70,485,45,"Predator Pokémon",70,1059860,1.2,85,Staraptor,50,398,50,60,100,normal,flying,24.9,4,0
"['Simple', 'Unaware', 'Moody']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,45,3840,70,250,255,"Plump Mouse Pokémon",40,1000000,0.5,59,Bidoof,50,399,35,40,31,normal,"",20.0,4,0
"['Simple', 'Unaware', 'Moody']",1,1,1,2,1,2,0.5,1,0,2,1,0.5,1,1,1,1,0.5,0.5,85,3840,70,410,127,"Beaver Pokémon",60,1000000,1.0,79,Bibarel,50,400,55,60,71,normal,water,31.5,4,0
"['Shed Skin', 'Run Away']",1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,25,3840,70,194,255,"Cricket Pokémon",41,1059860,0.3,37,Kricketot,50,401,25,41,25,bug,"",2.2,4,0
"['Swarm', 'Technician']",1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,85,3840,70,384,45,"Cricket Pokémon",51,1059860,1.0,77,Kricketune,50,402,55,51,65,bug,"",25.5,4,0
"['Rivalry', 'Intimidate', 'Guts']",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,65,5120,70,263,235,"Flash Pokémon",34,1059860,0.5,45,Shinx,50,403,40,34,45,electric,"",9.5,4,0
"['Rivalry', 'Intimidate', 'Guts']",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,85,5120,100,363,120,"Spark Pokémon",49,1059860,0.9,60,Luxio,50,404,60,49,60,electric,"",30.5,4,0
"['Rivalry', 'Intimidate', 'Guts']",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,120,5120,70,523,45,"Gleam Eyes Pokémon",79,1059860,1.4,80,Luxray,50,405,95,79,70,electric,"",42.0,4,0
"['Natural Cure', 'Poison Point', 'Leaf Guard']",1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,30,5120,70,280,255,"Bud Pokémon",35,1059860,0.2,40,Budew,50,406,50,70,55,grass,poison,1.2,4,0
"['Natural Cure', 'Poison Point', 'Technician']",1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,70,5120,70,515,75,"Bouquet Pokémon",65,1059860,0.9,60,Roserade,50,407,125,105,90,grass,poison,14.5,4,0
"['Mold Breaker', 'Sheer Force']",1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,125,7680,70,350,45,"Head Butt Pokémon",40,600000,0.9,67,Cranidos,88.1,408,30,30,58,rock,"",31.5,4,0
"['Mold Breaker', 'Sheer Force']",1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,165,7680,70,495,45,"Head Butt Pokémon",60,600000,1.6,97,Rampardos,88.1,409,65,50,58,rock,"",102.5,4,0
"['Sturdy', 'Soundproof']",0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,42,7680,70,350,45,"Shield Pokémon",118,600000,0.5,30,Shieldon,88.1,410,42,88,30,rock,steel,57.0,4,0
"['Sturdy', 'Soundproof']",0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,52,7680,70,495,45,"Shield Pokémon",168,600000,1.3,60,Bastiodon,88.1,411,47,138,30,rock,steel,149.5,4,0
"['Shed Skin', 'Overcoat']",1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,29,3840,70,224,120,"Bagworm Pokémon",45,1000000,0.2,40,Burmy,50,412,29,45,36,bug,"",3.4,4,0
"['Anticipation', 'Overcoat']",2,1,1,0.5,1,0.5,4,4,1,0.25,0.25,2,1,2,1,2,1,0.5,69,3840,70,424,45,"Bagworm Pokémon",95,1000000,0.5,60,Wormadam,0,413,69,95,36,bug,grass,6.5,4,0
"['Swarm', 'Tinted Lens']",0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,94,3840,70,424,45,"Moth Pokémon",50,1000000,0.9,70,Mothim,100,414,94,50,66,bug,flying,23.3,4,0
"['Honey Gather', 'Hustle']",0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,30,3840,70,244,120,"Tiny Bee Pokémon",42,1059860,0.3,30,Combee,88.1,415,30,42,70,bug,flying,5.5,4,0
"['Pressure', 'Unnerve']",0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,80,3840,70,474,45,"Beehive Pokémon",102,1059860,1.2,70,Vespiquen,0,416,80,102,40,bug,flying,38.5,4,0
"['Run Away', 'Pickup', 'Volt Absorb']",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,45,2560,100,405,200,"EleSquirrel Pokémon",70,1000000,0.4,60,Pachirisu,50,417,45,90,95,electric,"",3.9,4,0
"['Swift Swim', 'Water Veil']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,65,5120,70,330,190,"Sea Weasel Pokémon",35,1000000,0.7,55,Buizel,50,418,60,30,85,water,"",29.5,4,0
"['Swift Swim', 'Water Veil']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,105,5120,70,495,75,"Sea Weasel Pokémon",55,1000000,1.1,85,Floatzel,50,419,85,50,115,water,"",33.5,4,0
"['Chlorophyll']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,35,5120,70,275,190,"Cherry Pokémon",45,1000000,0.4,45,Cherubi,50,420,62,53,35,grass,"",3.3,4,0
"['Flower Gift']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,60,5120,70,450,75,"Blossom Pokémon",70,1000000,0.5,70,Cherrim,50,421,87,78,85,grass,"",9.3,4,0
"['Sticky Hold', 'Storm Drain', 'Sand Force']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,48,5120,70,325,190,"Sea Slug Pokémon",48,1000000,0.3,76,Shellos,50,422,57,62,34,water,"",6.3,4,0
"['Sticky Hold', 'Storm Drain', 'Sand Force']",1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,83,5120,70,475,75,"Sea Slug Pokémon",68,1000000,0.9,111,Gastrodon,50,423,92,82,39,water,ground,29.9,4,0
"['Technician', 'Pickup', 'Skill Link']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,100,5120,100,482,45,"Long Tail Pokémon",66,800000,1.2,75,Ambipom,50,424,60,66,115,normal,"",20.3,4,0
"['Aftermath', 'Unburden', 'Flare Boost']",0.25,2,1,2,1,0,1,1,2,0.5,0,2,0,0.5,1,2,1,1,50,7680,70,348,125,"Balloon Pokémon",34,1640000,0.4,90,Drifloon,50,425,60,44,70,ghost,flying,1.2,4,0
"['Aftermath', 'Unburden', 'Flare Boost']",0.25,2,1,2,1,0,1,1,2,0.5,0,2,0,0.5,1,2,1,1,80,7680,70,498,60,"Blimp Pokémon",44,1640000,1.2,150,Drifblim,50,426,90,54,80,ghost,flying,15.0,4,0
"['Run Away', 'Klutz', 'Limber']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,66,5120,0,350,190,"Rabbit Pokémon",44,1000000,0.4,55,Buneary,50,427,44,56,85,normal,"",5.5,4,0
"['Cute Charm', 'Klutz', 'Limber']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,136,5120,140,580,60,"Rabbit Pokémon",94,1000000,1.2,65,Lopunny,50,428,54,96,135,normal,"",33.3,4,0
"['Levitate']",0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,60,6400,35,495,45,"Magical Pokémon",60,800000,0.9,60,Mismagius,50,429,105,105,105,ghost,"",4.4,4,0
"['Insomnia', 'Super Luck', 'Moxie']",1,0.5,1,2,2,1,1,1,0.5,0.5,0,2,1,1,0,2,1,1,125,5120,35,505,30,"Big Boss Pokémon",52,1059860,0.9,100,Honchkrow,50,430,105,52,71,dark,flying,27.3,4,0
"['Limber', 'Own Tempo', 'Keen Eye']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,55,5120,70,310,190,"Catty Pokémon",42,800000,0.5,49,Glameow,24.6,431,42,37,85,normal,"",3.9,4,0
"['Thick Fat', 'Own Tempo', 'Defiant']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,82,5120,70,452,75,"Tiger Cat Pokémon",64,800000,1.0,71,Purugly,24.6,432,64,59,112,normal,"",43.8,4,0
"['Levitate']",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,30,6400,70,285,120,"Bell Pokémon",50,800000,0.2,45,Chingling,50,433,65,50,45,psychic,"",0.6,4,0
"['Stench', 'Aftermath', 'Keen Eye']",1,0.5,1,1,1,1,1,1,0.5,0.5,2,1,1,0.5,0,1,1,1,63,5120,70,329,225,"Skunk Pokémon",47,1000000,0.4,63,Stunky,50,434,41,41,74,poison,dark,19.2,4,0
"['Stench', 'Aftermath', 'Keen Eye']",1,0.5,1,1,1,1,1,1,0.5,0.5,2,1,1,0.5,0,1,1,1,93,5120,70,479,60,"Skunk Pokémon",67,1000000,1.0,103,Skuntank,50,435,71,61,84,poison,dark,38.0,4,0
"['Levitate', 'Heatproof', 'Heavy Metal']",1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,24,5120,70,300,255,"Bronze Pokémon",86,1000000,0.5,57,Bronzor,"",436,24,86,23,steel,psychic,60.5,4,0
"['Levitate', 'Heatproof', 'Heavy Metal']",1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,89,5120,70,500,90,"Bronze Bell Pokémon",116,1000000,1.3,67,Bronzong,"",437,79,116,33,steel,psychic,187.0,4,0
"['Sturdy', 'Rock Head', 'Rattled']",1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,80,5120,70,290,255,"Bonsai Pokémon",95,1000000,0.5,50,Bonsly,50,438,10,45,10,rock,"",15.0,4,0
"['Soundproof', 'Filter', 'Technician']",1,1,0,1,1,0.25,1,1,2,1,1,1,1,2,0.5,1,2,1,25,6400,70,310,145,"Mime Pokémon",45,1000000,0.6,20,"Mime Jr.",50,439,70,90,60,psychic,fairy,13.0,4,0
"['Natural Cure', 'Serene Grace', 'Friend Guard']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,5,10240,140,220,130,"Playhouse Pokémon",5,800000,0.6,100,Happiny,0,440,15,65,30,normal,"",24.4,4,0
"['Keen Eye', 'Tangled Feet', 'Big Pecks']",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,65,5120,35,411,30,"Music Note Pokémon",45,1059860,0.5,76,Chatot,50,441,92,42,91,normal,flying,1.9,4,0
"['Pressure', 'Infiltrator']",1,1,1,1,2,0,1,1,1,1,1,1,0,0.5,0,1,1,1,92,7680,70,485,100,"Forbidden Pokémon",108,1000000,1.0,50,Spiritomb,50,442,92,108,35,ghost,dark,108.0,4,0
"['Sand Veil', 'Rough Skin']",1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,70,10240,70,300,45,"Land Shark Pokémon",45,1250000,0.7,58,Gible,50,443,40,45,42,dragon,ground,20.5,4,0
"['Sand Veil', 'Rough Skin']",1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,90,10240,70,410,45,"Cave Pokémon",65,1250000,1.4,68,Gabite,50,444,50,55,82,dragon,ground,56.0,4,0
"['Sand Veil', 'Rough Skin']",1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,170,10240,70,700,45,"Mach Pokémon",115,1250000,1.9,108,Garchomp,50,445,120,95,92,dragon,ground,95.0,4,0
"['Pickup', 'Thick Fat', 'Gluttony']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,85,10240,70,390,50,"Big Eater Pokémon",40,1250000,0.6,135,Munchlax,88.1,446,40,85,5,normal,"",105.0,4,0
"['Steadfast', 'Inner Focus', 'Prankster']",0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,70,6400,70,285,75,"Emanation Pokémon",40,1059860,0.7,40,Riolu,88.1,447,35,40,60,fighting,"",20.2,4,0
"['Steadfast', 'Inner Focus', 'Justified']",0.25,0.5,0.5,1,1,2,2,1,1,0.5,2,0.5,0.5,0,1,0.25,0.5,1,145,6400,70,625,45,"Aura Pokémon",88,1059860,1.2,70,Lucario,88.1,448,140,70,112,fighting,steel,54.0,4,0
"['Sand Stream', 'Sand Force']",1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,72,7680,70,330,140,"Hippo Pokémon",78,1250000,0.8,68,Hippopotas,50,449,38,42,32,ground,"",49.5,4,0
"['Sand Stream', 'Sand Force']",1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,112,7680,70,525,60,"Heavyweight Pokémon",118,1250000,2.0,108,Hippowdon,50,450,68,72,47,ground,"",300.0,4,0
"['Battle Armor', 'Sniper', 'Keen Eye']",0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,50,5120,70,330,120,"Scorpion Pokémon",90,1250000,0.8,40,Skorupi,50,451,30,55,65,poison,bug,12.0,4,0
"['Battle Armor', 'Sniper', 'Keen Eye']",1,0.5,1,1,1,1,1,1,0.5,0.5,2,1,1,0.5,0,1,1,1,90,5120,70,500,45,"Ogre Scorp Pokémon",110,1250000,1.3,70,Drapion,50,452,60,75,95,poison,dark,61.5,4,0
"['Anticipation', 'Dry Skin', 'Poison Touch']",0.25,0.5,1,1,1,0.5,1,2,1,0.5,2,1,1,0.5,4,0.5,1,1,61,2560,100,300,140,"Toxic Mouth Pokémon",40,1000000,0.7,48,Croagunk,50,453,61,40,50,poison,fighting,23.0,4,0
"['Anticipation', 'Dry Skin', 'Poison Touch']",0.25,0.5,1,1,1,0.5,1,2,1,0.5,2,1,1,0.5,4,0.5,1,1,106,5120,70,490,75,"Toxic Mouth Pokémon",65,1000000,1.3,83,Toxicroak,50,454,86,65,85,poison,fighting,44.4,4,0
"['Levitate']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,100,6400,70,454,200,"Bug Catcher Pokémon",72,1250000,1.4,74,Carnivine,50,455,90,72,46,grass,"",27.0,4,0
"['Swift Swim', 'Storm Drain', 'Water Veil']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,49,5120,70,330,190,"Wing Fish Pokémon",56,600000,0.4,49,Finneon,50,456,49,61,66,water,"",7.0,4,0
"['Swift Swim', 'Storm Drain', 'Water Veil']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,69,5120,70,460,75,"Neon Pokémon",76,600000,1.2,69,Lumineon,50,457,69,86,91,water,"",24.0,4,0
"['Swift Swim', 'Water Absorb', 'Water Veil']",0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5,20,6400,70,345,25,"Kite Pokémon",50,1250000,1.0,45,Mantyke,50,458,60,120,50,water,flying,65.0,4,0
"['Snow Warning', 'Soundproof']",2,1,1,0.5,1,2,4,2,1,0.5,0.5,1,1,2,1,2,2,0.5,62,5120,70,334,120,"Frosted Tree Pokémon",50,1250000,1.0,60,Snover,50,459,62,60,40,grass,ice,50.5,4,0
"['Snow Warning', 'Soundproof']",2,1,1,0.5,1,2,4,2,1,0.5,0.5,1,1,2,1,2,2,0.5,132,5120,70,594,60,"Frosted Tree Pokémon",105,1250000,2.2,90,Abomasnow,50,460,132,105,30,grass,ice,135.5,4,0
"['Pressure', 'Pickpocket']",2,0.5,1,1,2,4,2,1,0.5,1,1,0.5,1,1,0,2,2,1,120,5120,35,510,45,"Sharp Claw Pokémon",65,1059860,1.1,70,Weavile,50,461,45,85,125,dark,ice,34.0,4,0
"['Magnet Pull', 'Sturdy', 'Analytic']",0.5,1,0.5,0.5,0.5,2,2,0.25,1,0.5,4,0.5,0.5,0,0.5,0.5,0.25,1,70,5120,70,535,30,"Magnet Area Pokémon",115,1000000,1.2,70,Magnezone,"",462,130,90,60,electric,steel,180.0,4,0
"['Own Tempo', 'Oblivious', 'Cloud Nine']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,85,5120,70,515,30,"Licking Pokémon",95,1000000,1.7,110,Lickilicky,50,463,80,95,50,normal,"",140.0,4,0
"['Lightningrod', 'Solid Rock', 'Reckless']",1,1,1,0,1,2,0.5,0.5,1,4,2,2,0.5,0.25,1,0.5,2,4,140,5120,70,535,30,"Drill Pokémon",130,1250000,2.4,115,Rhyperior,50,464,55,55,40,ground,rock,282.8,4,0
"['Chlorophyll', 'Leaf Guard', 'Regenerator']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,100,5120,70,535,30,"Vine Pokémon",125,1000000,2.0,100,Tangrowth,50,465,110,50,50,grass,"",128.6,4,0
"['Motor Drive', 'Vital Spirit']",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,123,6400,70,540,30,"Thunderbolt Pokémon",67,1000000,1.8,75,Electivire,75.4,466,95,85,95,electric,"",138.6,4,0
"['Flame Body', 'Vital Spirit']",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,95,6400,70,540,30,"Blast Pokémon",67,1000000,1.6,75,Magmortar,75.4,467,125,95,83,fire,"",68.0,4,0
"['Hustle', 'Serene Grace', 'Super Luck']",0.25,0.5,0,2,1,0.25,1,1,1,0.5,0,2,1,2,1,2,2,1,50,2560,70,545,30,"Jubilee Pokémon",95,800000,1.5,85,Togekiss,88.1,468,120,115,80,fairy,flying,38.0,4,0
"['Speed Boost', 'Tinted Lens', 'Frisk']",0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,76,5120,70,515,30,"Ogre Darner Pokémon",86,1000000,1.9,86,Yanmega,50,469,116,56,95,bug,flying,51.5,4,0
"['Leaf Guard', 'Chlorophyll']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,110,8960,35,525,45,"Verdant Pokémon",130,1000000,1.0,65,Leafeon,88.1,470,60,65,95,grass,"",25.5,4,0
"['Snow Cloak', 'Ice Body']",1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,60,8960,35,525,45,"Fresh Snow Pokémon",110,1000000,0.8,65,Glaceon,88.1,471,130,95,65,ice,"",25.9,4,0
"['Hyper Cutter', 'Sand Veil', 'Poison Heal']",0.5,1,1,0,1,0.5,1,1,1,1,0,4,1,0.5,1,1,1,2,95,5120,70,510,30,"Fang Scorp Pokémon",125,1059860,2.0,75,Gliscor,50,472,45,75,95,ground,flying,42.5,4,0
"['Oblivious', 'Snow Cloak', 'Thick Fat']",1,1,1,0,1,2,2,1,1,2,1,1,1,0.5,1,1,2,2,130,5120,70,530,50,"Twin Tusk Pokémon",80,1250000,2.5,110,Mamoswine,50,473,70,60,80,ice,ground,291.0,4,0
"['Adaptability', 'Download', 'Analytic']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,80,5120,70,535,30,"Virtual Pokémon",70,1000000,0.9,85,Porygon-Z,"",474,135,75,90,normal,"",34.0,4,0
"['Steadfast', 'Justified']",1,1,1,1,2,0.5,1,2,2,1,1,1,1,1,1,0.5,1,1,165,5120,35,618,45,"Blade Pokémon",95,1250000,1.6,68,Gallade,100,475,65,115,110,psychic,fighting,52.0,4,0
"['Sturdy', 'Magnet Pull', 'Sand Force']",0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,55,5120,70,525,60,"Compass Pokémon",145,1000000,1.4,60,Probopass,50,476,75,150,40,rock,steel,340.0,4,0
"['Pressure', 'Frisk']",0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,100,6400,35,525,45,"Gripper Pokémon",135,800000,2.2,45,Dusknoir,50,477,65,135,45,ghost,"",106.6,4,0
"['Snow Cloak', 'Cursed Body']",0.5,2,1,1,1,0,2,1,2,1,1,0.5,0,0.5,1,2,2,1,80,5120,70,480,75,"Snow Land Pokémon",70,1000000,1.3,70,Froslass,0,478,80,70,110,ice,ghost,26.6,4,0
"['Levitate']",0.5,2,1,0.5,1,0,1,0.5,2,1,2,1,0,0.5,1,1,0.5,1,65,5120,70,520,45,"Plasma Pokémon",107,1000000,0.3,50,Rotom,"",479,105,107,86,electric,ghost,0.3,4,0
"['Levitate']",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,75,20480,140,580,3,"Knowledge Pokémon",130,1250000,0.3,75,Uxie,"",480,75,130,95,psychic,"",0.3,4,1
"['Levitate']",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,105,20480,140,580,3,"Emotion Pokémon",105,1250000,0.3,80,Mesprit,"",481,105,105,80,psychic,"",0.3,4,1
"['Levitate']",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,125,20480,140,580,3,"Willpower Pokémon",70,1250000,0.3,75,Azelf,"",482,125,70,115,psychic,"",0.3,4,1
"['Pressure', 'Telepathy']",0.5,1,1,0.5,1,2,1,0.5,1,0.25,2,1,0.5,0,0.5,0.5,0.5,0.5,120,30720,0,680,3,"Temporal Pokémon",120,1250000,5.4,100,Dialga,"",483,150,100,90,steel,dragon,683.0,4,1
"['Pressure', 'Telepathy']",1,1,2,1,2,1,0.25,1,1,1,1,1,1,1,1,1,0.5,0.25,120,30720,0,680,3,"Spatial Pokémon",100,1250000,4.2,90,Palkia,"",484,150,120,100,water,dragon,336.0,4,1
"['Flash Fire', 'Flame Body']",0.25,1,0.5,1,0.25,2,1,0.5,1,0.25,4,0.25,0.5,0,0.5,1,0.25,2,90,2560,100,600,3,"Lava Dome Pokémon",106,1250000,1.7,91,Heatran,50,485,130,106,77,fire,steel,430.0,4,1
"['Slow Start']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,160,30720,0,670,3,"Colossal Pokémon",110,1250000,3.7,110,Regigigas,"",486,80,110,100,normal,"",420.0,4,1
"['Pressure', 'Telepathy', 'Levitate']",0.5,2,2,0.5,2,0,0.5,1,2,0.5,1,2,0,0.5,1,1,1,0.5,120,30720,0,680,3,"Renegade Pokémon",100,1250000,4.5,150,Giratina,"",487,120,100,90,ghost,dragon,750.0,4,1
"['Levitate']",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,70,30720,100,600,3,"Lunar Pokémon",120,1250000,1.5,120,Cresselia,0,488,75,130,85,psychic,"",85.6,4,1
"['Hydration']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,80,10240,70,480,30,"Sea Drifter Pokémon",80,1250000,0.4,80,Phione,"",489,80,80,80,water,"",3.1,4,0
"['Hydration']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,100,2560,70,600,3,"Seafaring Pokémon",100,1250000,0.3,100,Manaphy,"",490,100,100,100,water,"",1.4,4,1
"['Bad Dreams']",2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,90,30720,0,600,3,"Pitch-Black Pokémon",90,1250000,1.5,70,Darkrai,"",491,135,90,125,dark,"",50.5,4,1
"['Natural Cure', 'Serene Grace']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,103,30720,100,600,45,"Gratitude Pokémon",75,1059860,0.2,100,Shaymin,"",492,120,75,127,grass,grass,2.1,4,1
"['Multitype']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,120,30720,0,720,3,"Alpha Pokémon",120,1250000,3.2,120,Arceus,"",493,120,120,120,normal,"",320.0,4,1
"['Victory Star']",1,2,1,1,0.5,0.5,0.5,1,2,0.5,2,0.5,1,1,0.5,2,0.5,2,100,30720,100,600,3,"Victory Pokémon",100,1250000,0.4,100,Victini,"",494,100,100,100,psychic,fire,4.0,5,1
"['Overgrow', 'Contrary']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,45,5120,70,308,45,"Grass Snake Pokémon",55,1059860,0.6,45,Snivy,88.1,495,45,55,63,grass,"",8.1,5,0
"['Overgrow', 'Contrary']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,60,5120,70,413,45,"Grass Snake Pokémon",75,1059860,0.8,60,Servine,88.1,496,60,75,83,grass,"",16.0,5,0
"['Overgrow', 'Contrary']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,75,5120,70,528,45,"Regal Pokémon",95,1059860,3.3,75,Serperior,88.1,497,75,95,113,grass,"",63.0,5,0
"['Blaze', 'Thick Fat']",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,63,5120,70,308,45,"Fire Pig Pokémon",45,1059860,0.5,65,Tepig,88.1,498,45,45,45,fire,"",9.9,5,0
"['Blaze', 'Thick Fat']",0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,93,5120,70,418,45,"Fire Pig Pokémon",55,1059860,1.0,90,Pignite,88.1,499,70,55,55,fire,fighting,55.5,5,0
