abilities,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,attack,base_egg_steps,base_happiness,base_total,capture_rate,classfication,defense,experience_growth,height_m,hp,name,percentage_male,pokedex_number,sp_attack,sp_defense,speed,type1,type2,weight_kg,generation,is_legendary
"['Cute Charm', 'Pixilate']",0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,65,8960,70,525,45,"Intertwining Pokémon",65,1000000,1.0,95,Sylveon,88.1,700,110,130,60,fairy,"",23.5,6,0
"['Limber', 'Unburden', 'Mold Breaker']",0.25,0.5,1,2,2,0.5,1,2,1,0.5,0,2,1,1,2,1,1,1,92,5120,70,500,100,"Wrestling Pokémon",75,1000000,0.8,78,Hawlucha,50,701,74,63,118,fighting,flying,21.5,6,0
"['Cheek Pouch', 'Pickup', 'Plus']",0.5,0.5,0,0.5,1,0.5,1,0.5,1,1,2,1,1,2,1,1,1,1,58,5120,70,431,180,"Antenna Pokémon",57,1000000,0.2,67,Dedenne,50,702,81,67,101,electric,fairy,2.2,6,0
"['Clear Body', 'Sturdy']",0.5,0.5,0,1,1,1,0.5,0.5,1,2,2,1,0.5,1,1,1,4,2,50,6400,70,500,60,"Jewel Pokémon",150,1250000,0.3,50,Carbink,"",703,50,150,50,rock,fairy,5.7,6,0
"['Sap Sipper', 'Hydration', 'Gooey']",1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,50,10240,35,300,45,"Soft Tissue Pokémon",35,1250000,0.3,45,Goomy,50,704,55,75,40,dragon,"",2.8,6,0
"['Sap Sipper', 'Hydration', 'Gooey']",1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,75,10240,35,452,45,"Soft Tissue Pokémon",53,1250000,0.8,68,Sliggoo,50,705,83,113,60,dragon,"",17.5,6,0
"['Sap Sipper', 'Hydration', 'Gooey']",1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,100,10240,35,600,45,"Dragon Pokémon",70,1250000,2.0,90,Goodra,50,706,110,150,80,dragon,"",150.5,6,0
"['Prankster', 'Magician']",0.25,0.5,0,1,0.5,1,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,1,1,80,5120,70,470,75,"Key Ring Pokémon",91,800000,0.2,57,Klefki,50,707,80,87,75,steel,fairy,3.0,6,0
"['Natural Cure', 'Frisk', 'Harvest']",1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5,70,5120,70,309,120,"Stump Pokémon",48,1000000,0.4,43,Phantump,50,708,50,60,38,ghost,grass,7.0,6,0
"['Natural Cure', 'Frisk', 'Harvest']",1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5,110,5120,70,474,60,"Elder Tree Pokémon",76,1000000,1.5,85,Trevenant,50,709,65,82,56,ghost,grass,71.0,6,0
"['Pickup', 'Frisk', 'Insomnia']",1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5,66,5120,70,335,120,"Pumpkin Pokémon",70,1000000,0.8,59,Pumpkaboo,50,710,44,55,41,ghost,grass,15.0,6,0
"['Pickup', 'Frisk', 'Insomnia']",1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5,100,5120,70,494,60,"Pumpkin Pokémon",122,1000000,1.7,85,Gourgeist,50,711,58,75,54,ghost,grass,39.0,6,0
"['Own Tempo', 'Ice Body', 'Sturdy']",1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,69,5120,70,304,190,"Ice Chunk Pokémon",85,1000000,1.0,55,Bergmite,50,712,32,35,28,ice,"",99.5,6,0
"['Own Tempo', 'Ice Body', 'Sturdy']",1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,117,5120,70,514,55,"Iceberg Pokémon",184,1000000,2.0,95,Avalugg,50,713,44,46,28,ice,"",505.0,6,0
"['Frisk', 'Infiltrator', 'Telepathy']",0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,30,5120,70,245,190,"Sound Wave Pokémon",35,1000000,0.5,40,Noibat,50,714,45,40,55,flying,dragon,8.0,6,0
"['Frisk', 'Infiltrator', 'Telepathy']",0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,70,5120,70,535,45,"Sound Wave Pokémon",80,1000000,1.5,85,Noivern,50,715,97,80,123,flying,dragon,85.0,6,0
"['Fairy Aura']",0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,131,30720,0,680,45,"Life Pokémon",95,1250000,3.0,126,Xerneas,"",716,131,98,99,fairy,"",215.0,6,1
"['Dark Aura']",1,0.5,1,2,2,1,1,1,0.5,0.5,0,2,1,1,0,2,1,1,131,30720,0,680,45,"Destruction Pokémon",95,1250000,5.8,126,Yveltal,"",717,131,98,99,dark,flying,203.0,6,1
"['Aura Break', 'Power Construct']",1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,100,30720,0,708,3,"Order Pokémon",121,1250000,5.0,216,Zygarde,"",718,91,95,85,dragon,ground,284.6,6,1
"['Clear Body']",0.5,0.5,0,1,1,1,0.5,0.5,1,2,2,1,0.5,1,1,1,4,2,160,6400,70,700,3,"Jewel Pokémon",110,1250000,0.7,50,Diancie,"",719,160,110,110,rock,fairy,8.8,6,1
"['Magician']",1,4,1,1,1,0,1,1,4,1,1,1,0,0.5,0.5,1,1,1,160,30720,100,680,3,"Mischief Pokémon (Confined)Djinn Pokémonn (Unbound)",60,1250000,"",80,Hoopa,"",720,170,130,80,psychic,ghost,"",6,1
"['Water Absorb']",0.5,1,1,2,0.5,1,0.25,1,1,1,2,0.25,1,1,1,2,0.25,1,110,30720,100,600,3,"Steam Pokémon",120,1250000,1.7,80,Volcanion,"",721,130,90,70,fire,water,195.0,6,1
"['Overgrow', 'Long Reach']",1,1,1,1,1,0.5,2,2,1,0.25,0,4,1,2,1,2,1,0.5,55,3840,70,320,45,"Grass Quill Pokémon",55,1059860,0.3,68,Rowlet,88.1,722,50,50,42,grass,flying,1.5,7,0
"['Overgrow', 'Long Reach']",1,1,1,1,1,0.5,2,2,1,0.25,0,4,1,2,1,2,1,0.5,75,3840,70,420,45,"Blade Quill Pokémon",75,1059860,0.7,78,Dartrix,88.1,723,70,70,52,grass,flying,16.0,7,0
"['Overgrow', 'Long Reach']",1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5,107,3840,70,530,45,"Arrow Quill Pokémon",75,1059860,1.6,78,Decidueye,88.1,724,100,100,70,grass,ghost,36.6,7,0
"['Blaze', 'Intimidate']",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,65,3840,70,320,45,"Fire Cat Pokémon",40,1059860,0.4,45,Litten,88.1,725,60,40,70,fire,"",4.3,7,0
"['Blaze', 'Intimidate']",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,85,3840,70,420,45,"Fire Cat Pokémon",50,1059860,0.7,65,Torracat,88.1,726,80,50,90,fire,"",25.0,7,0
"['Blaze', 'Intimidate']",1,0.5,1,1,1,2,0.5,1,0.5,0.5,2,0.5,1,1,0,2,0.5,2,115,3840,70,530,45,"Heel Pokémon",90,1059860,1.8,95,Incineroar,88.1,727,80,90,60,fire,dark,83.0,7,0
"['Torrent', 'Liquid Voice']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,54,3840,70,320,45,"Sea Lion Pokémon",54,1059860,0.4,50,Popplio,88.1,728,66,56,40,water,"",7.5,7,0
"['Torrent', 'Liquid Voice']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,69,3840,70,420,45,"Pop Star Pokémon",69,1059860,0.6,60,Brionne,88.1,729,91,81,50,water,"",17.5,7,0
"['Torrent', 'Liquid Voice']",0.5,0.5,0,2,1,0.5,0.5,1,1,2,1,0.5,1,2,1,1,1,0.5,74,3840,70,530,45,"Soloist Pokémon",74,1059860,1.8,80,Primarina,88.1,730,126,116,60,water,fairy,44.0,7,0
"['Keen Eye', 'Skill Link', 'Pickup']",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,75,3840,70,265,255,"Woodpecker Pokémon",30,1000000,0.3,35,Pikipek,50,731,30,30,65,normal,flying,1.2,7,0
"['Keen Eye', 'Skill Link', 'Pickup']",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,85,3840,70,355,120,"Bugle Beak Pokémon",50,1000000,0.6,55,Trumbeak,50,732,40,50,75,normal,flying,14.8,7,0
"['Keen Eye', 'Skill Link', 'Sheer Force']",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,120,3840,70,485,45,"Cannon Pokémon",75,1000000,1.1,80,Toucannon,50,733,75,75,60,normal,flying,26.0,7,0
"['Stakeout', 'Strong Jaw', 'Adaptability']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,70,3840,70,253,255,"Loitering Pokémon",30,1000000,0.4,48,Yungoos,50,734,30,30,45,normal,"",6.0,7,0
"['Stakeout', 'Strong Jaw', 'Adaptability']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,110,3840,70,418,127,"Stakeout Pokémon",60,1000000,0.7,88,Gumshoos,50,735,55,60,45,normal,"",14.2,7,0
"['Swarm']",1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,62,3840,70,300,255,"Larva Pokémon",45,1000000,0.4,47,Grubbin,50,736,55,45,46,bug,"",4.4,7,0
"['Battery']",1,1,1,0.5,1,0.5,2,1,1,0.5,1,1,1,1,1,2,0.5,1,82,3840,70,400,120,"Battery Pokémon",95,1000000,0.5,57,Charjabug,50,737,55,75,36,bug,electric,10.5,7,0
"['Levitate']",1,1,1,0.5,1,0.5,2,1,1,0.5,1,1,1,1,1,2,0.5,1,70,3840,70,500,45,"Stag Beetle Pokémon",90,1000000,1.5,77,Vikavolt,50,738,145,75,43,bug,electric,45.0,7,0
"['Hyper Cutter', 'Iron Fist', 'Anger Point']",0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,82,5120,70,338,225,"Boxing Pokémon",57,1000000,0.6,47,Crabrawler,50,739,42,47,63,fighting,"",7.0,7,0
"['Hyper Cutter', 'Iron Fist', 'Anger Point']",0.5,0.5,1,1,2,2,2,2,1,1,1,0.5,1,1,2,1,2,1,132,5120,70,478,60,"Woolly Crab Pokémon",77,1000000,1.7,97,Crabominable,50,740,62,67,43,fighting,ice,180.0,7,0
"['Dancer']",0.25,1,1,2,0.5,0.5,0.5,1,1,0.25,0,1,1,1,1,4,0.5,2,70,5120,70,476,45,"Dancing Pokémon",70,1000000,0.6,75,Oricorio,24.6,741,98,70,93,fire,flying,3.4,7,0
"['Honey Gather', 'Shield Dust', 'Sweet Veil']",0.5,0.5,0,1,1,0.25,2,2,1,0.5,0.5,1,1,2,1,2,2,1,45,5120,70,304,190,"Bee Fly Pokémon",40,1000000,0.1,40,Cutiefly,50,742,55,40,84,bug,fairy,0.2,7,0
"['Honey Gather', 'Shield Dust', 'Sweet Veil']",0.5,0.5,0,1,1,0.25,2,2,1,0.5,0.5,1,1,2,1,2,2,1,55,5120,70,464,75,"Bee Fly Pokémon",60,1000000,0.2,60,Ribombee,50,743,95,70,124,bug,fairy,0.5,7,0
"['Keen Eye', 'Vital Spirit', 'Steadfast']",1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,65,3840,70,280,190,"Puppy Pokémon",40,1000000,0.5,45,Rockruff,50,744,30,40,60,rock,"",9.2,7,0
"['Keen Eye', 'Sand Rush', 'Steadfast', 'Keen Eye', 'Vital Spirit', 'No Guard']",1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,115,3840,70,487,90,"Wolf Pokémon",75,1000000,"",85,Lycanroc,50,745,55,75,82,rock,"","",7,0
"['Schooling']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,140,3840,70,620,60,"Small Fry Pokémon",130,800000,0.2,45,Wishiwashi,50,746,140,135,30,water,"",0.3,7,0
"['Merciless', 'Limber', 'Regenerator']",0.5,1,1,2,0.5,0.5,0.5,1,1,1,2,0.5,1,0.5,2,1,0.5,0.5,53,5120,70,305,190,"Brutal Star Pokémon",62,1000000,0.4,50,Mareanie,50,747,43,52,45,poison,water,8.0,7,0
"['Merciless', 'Limber', 'Regenerator']",0.5,1,1,2,0.5,0.5,0.5,1,1,1,2,0.5,1,0.5,2,1,0.5,0.5,63,5120,70,495,75,"Brutal Star Pokémon",152,1000000,0.7,50,Toxapex,50,748,53,142,35,poison,water,14.5,7,0
"['Own Tempo', 'Stamina', 'Inner Focus']",1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,100,5120,70,385,190,"Donkey Pokémon",70,1000000,1.0,70,Mudbray,50,749,45,55,45,ground,"",110.0,7,0
"['Own Tempo', 'Stamina', 'Inner Focus']",1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,125,5120,70,500,60,"Draft Horse Pokémon",100,1000000,2.5,100,Mudsdale,50,750,55,85,35,ground,"",920.0,7,0
"['Water Bubble', 'Water Absorb']",1,1,1,2,1,0.5,1,2,1,1,0.5,0.5,1,1,1,2,0.5,0.5,40,3840,70,269,200,"Water Bubble Pokémon",52,1000000,0.3,38,Dewpider,50,751,40,72,27,water,bug,4.0,7,0
"['Water Bubble', 'Water Absorb']",1,1,1,2,1,0.5,1,2,1,1,0.5,0.5,1,1,1,2,0.5,0.5,70,3840,70,454,100,"Water Bubble Pokémon",92,1000000,1.8,68,Araquanid,50,752,50,132,42,water,bug,82.0,7,0
"['Leaf Guard', 'Contrary']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,55,5120,70,250,190,"Sickle Grass Pokémon",35,1000000,0.3,40,Fomantis,50,753,50,35,35,grass,"",1.5,7,0
"['Leaf Guard', 'Contrary']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,105,5120,70,480,75,"Bloom Sickle Pokémon",90,1000000,0.9,70,Lurantis,50,754,80,90,45,grass,"",18.5,7,0
"['Illuminate', 'Effect Spore', 'Rain Dish']",1,0.5,0,0.5,1,0.5,2,2,1,0.5,0.5,2,1,4,1,1,2,0.5,35,5120,70,285,190,"Illuminating Pokémon",55,1000000,0.2,40,Morelull,50,755,65,75,15,grass,fairy,1.5,7,0
"['Illuminate', 'Effect Spore', 'Rain Dish']",1,0.5,0,0.5,1,0.5,2,2,1,0.5,0.5,2,1,4,1,1,2,0.5,45,5120,70,405,75,"Illuminating Pokémon",80,1000000,1.0,60,Shiinotic,50,756,90,100,30,grass,fairy,11.5,7,0
"['Corrosion', 'Oblivious']",0.25,1,1,1,0.25,0.5,0.5,1,1,0.25,4,0.5,1,0.5,2,2,0.5,2,44,5120,70,320,120,"Toxic Lizard Pokémon",40,1000000,0.6,48,Salandit,88.1,757,71,40,77,poison,fire,4.8,7,0
"['Corrosion', 'Oblivious']",0.25,1,1,1,0.25,0.5,0.5,1,1,0.25,4,0.5,1,0.5,2,2,0.5,2,64,5120,70,480,45,"Toxic Lizard Pokémon",60,1000000,1.2,68,Salazzle,0,758,111,60,117,poison,fire,22.2,7,0
"['Fluffy', 'Klutz', 'Cute Charm']",0.5,0.5,1,1,2,2,1,2,0,1,1,1,1,1,2,0.5,1,1,75,3840,70,340,140,"Flailing Pokémon",50,1000000,0.5,70,Stufful,50,759,45,50,50,normal,fighting,6.8,7,0
"['Fluffy', 'Klutz', 'Unnerve']",0.5,0.5,1,1,2,2,1,2,0,1,1,1,1,1,2,0.5,1,1,125,3840,70,500,70,"Strong Arm Pokémon",80,1000000,2.1,120,Bewear,50,760,55,60,60,normal,fighting,135.0,7,0
"['Leaf Guard', 'Oblivious', 'Sweet Veil']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,30,5120,70,210,235,"Fruit Pokémon",38,1059860,0.3,42,Bounsweet,0,761,30,38,32,grass,"",3.2,7,0
"['Leaf Guard', 'Oblivious', 'Sweet Veil']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,40,5120,70,290,120,"Fruit Pokémon",48,1059860,0.7,52,Steenee,0,762,40,48,62,grass,"",8.2,7,0
"['Leaf Guard', 'Queenly Majesty', 'Sweet Veil']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,120,5120,70,510,45,"Fruit Pokémon",98,1059860,1.2,72,Tsareena,0,763,50,98,72,grass,"",21.4,7,0
"['Flower Veil', 'Triage', 'Natural Cure']",0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,52,5120,70,485,60,"Posy Picker Pokémon",90,800000,0.1,51,Comfey,24.6,764,82,110,100,fairy,"",0.3,7,0
"['Inner Focus', 'Telepathy', 'Symbiosis']",2,2,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,60,5120,70,490,45,"Sage Pokémon",80,1250000,1.5,90,Oranguru,50,765,90,110,60,normal,psychic,76.0,7,0
"['Receiver', 'Defiant']",0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,120,5120,70,490,45,"Teamwork Pokémon",90,1250000,2.0,100,Passimian,50,766,40,60,80,fighting,"",82.8,7,0
"['Wimp Out']",1,1,1,2,1,0.5,1,2,1,1,0.5,0.5,1,1,1,2,0.5,0.5,35,5120,70,230,90,"Turn Tail Pokémon",40,1000000,0.5,25,Wimpod,50,767,20,30,80,bug,water,12.0,7,0
"['Emergency Exit']",1,1,1,2,1,0.5,1,2,1,1,0.5,0.5,1,1,1,2,0.5,0.5,125,5120,70,530,45,"Hard Scale Pokémon",140,1000000,2.0,75,Golisopod,50,768,60,90,40,bug,water,108.0,7,0
"['Water Compaction', 'Sand Veil']",0.5,2,1,0,1,0,1,1,2,2,1,2,0,0.25,1,0.5,1,2,55,3840,70,320,140,"Sand Heap Pokémon",80,1000000,0.5,55,Sandygast,50,769,70,45,15,ghost,ground,70.0,7,0
"['Water Compaction', 'Sand Veil']",0.5,2,1,0,1,0,1,1,2,2,1,2,0,0.25,1,0.5,1,2,75,3840,70,480,60,"Sand Castle Pokémon",110,1000000,1.3,85,Palossand,50,770,100,75,35,ghost,ground,250.0,7,0
"['Innards Out', 'Unaware']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,60,3840,70,410,60,"Sea Cucumber Pokémon",130,800000,0.3,55,Pyukumuku,50,771,30,130,5,water,"",1.2,7,0
"['Battle Armor']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,95,30720,0,534,3,"Synthetic Pokémon",95,1250000,1.9,95,"Type: Null","",772,95,95,59,normal,"",120.5,7,0
"['RKS System']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,95,30720,0,570,3,"Synthetic Pokémon",95,1250000,2.3,95,Silvally,"",773,95,95,95,normal,"",100.5,7,0
"['Shields Down']",0.5,1,1,2,1,1,0.5,0.5,1,1,0,2,0.5,0.5,1,2,2,2,100,6400,70,500,"30 (Meteorite)255 (Core)","Meteor Pokémon",60,1059860,0.3,60,Minior,"",774,100,60,120,rock,flying,40.0,7,0
"['Comatose']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,115,5120,70,480,45,"Drowsing Pokémon",65,1250000,0.4,65,Komala,50,775,75,95,65,normal,"",19.9,7,0
"['Shell Armor']",0.5,1,2,0.5,1,1,0.25,1,1,0.25,2,1,1,1,1,2,0.5,1,78,5120,70,485,70,"Blast Turtle Pokémon",135,1000000,2.0,60,Turtonator,50,776,91,85,36,fire,dragon,212.0,7,0
"['Iron Barbs', 'Lightningrod', 'Sturdy']",0.5,1,0.5,0.5,0.5,2,2,0.25,1,0.5,4,0.5,0.5,0,0.5,0.5,0.25,1,98,2560,70,435,180,"Roly-Poly Pokémon",63,1000000,0.3,65,Togedemaru,50,777,40,73,96,electric,steel,3.3,7,0
"['Disguise']",0.25,1,0,1,1,0,1,1,2,1,1,1,0,1,1,1,2,1,90,5120,70,476,45,"Disguise Pokémon",80,1000000,0.2,55,Mimikyu,50,778,50,105,96,ghost,fairy,0.7,7,0
"['Dazzling', 'Strong Jaw', 'Wonder Skin ']",2,2,1,2,1,0.5,0.5,1,2,2,1,0.5,1,1,0.5,1,0.5,0.5,105,3840,70,475,80,"Gnash Teeth Pokémon",70,1000000,0.9,68,Bruxish,50,779,70,70,92,water,psychic,19.0,7,0
"['Berserk', 'Sap Sipper', 'Cloud Nine']",1,1,2,0.5,2,2,0.5,1,0,0.5,1,2,1,1,1,1,1,0.5,60,5120,70,485,70,"Placid Pokémon",85,1000000,3.0,78,Drampa,50,780,135,91,36,normal,dragon,185.0,7,0
"['Steelworker']",1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5,131,6400,70,517,25,"Sea Creeper Pokémon",100,1000000,3.9,70,Dhelmise,"",781,86,90,40,ghost,grass,210.0,7,0
"['Bulletproof', 'Soundproof', 'Overcoat']",1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,55,10240,70,300,45,"Scaly Pokémon",65,1250000,0.6,45,Jangmo-o,50,782,45,45,45,dragon,"",29.7,7,0
"['Bulletproof', 'Soundproof', 'Overcoat']",0.5,0.5,2,0.5,4,1,0.5,2,1,0.5,1,2,1,1,2,0.5,1,0.5,75,10240,70,420,45,"Scaly Pokémon",90,1250000,1.2,55,Hakamo-o,50,783,65,70,65,dragon,fighting,47.0,7,0
"['Bulletproof', 'Soundproof', 'Overcoat']",0.5,0.5,2,0.5,4,1,0.5,2,1,0.5,1,2,1,1,2,0.5,1,0.5,110,10240,70,600,45,"Scaly Pokémon",125,1250000,1.6,75,Kommo-o,50,784,100,105,85,dragon,fighting,78.2,7,0
"['Electric Surge', 'Telepathy']",0.5,0.5,0,0.5,1,0.5,1,0.5,1,1,2,1,1,2,1,1,1,1,115,3840,70,570,3,"Land Spirit Pokémon",85,1250000,1.8,70,"Tapu Koko","",785,95,75,130,electric,fairy,20.5,7,1
"['Psychic Surge', 'Telepathy']",1,1,0,1,1,0.25,1,1,2,1,1,1,1,2,0.5,1,2,1,85,3840,70,570,3,"Land Spirit Pokémon",75,1250000,1.2,70,"Tapu Lele","",786,130,115,95,psychic,fairy,18.6,7,1
"['Grassy Surge', 'Telepathy']",1,0.5,0,0.5,1,0.5,2,2,1,0.5,0.5,2,1,4,1,1,2,0.5,130,3840,70,570,3,"Land Spirit Pokémon",115,1250000,1.9,70,"Tapu Bulu","",787,85,95,75,grass,fairy,45.5,7,1
"['Misty Surge', 'Telepathy']",0.5,0.5,0,2,1,0.5,0.5,1,1,2,1,0.5,1,2,1,1,1,0.5,75,3840,70,570,3,"Land Spirit Pokémon",115,1250000,1.3,70,"Tapu Fini","",788,95,130,85,water,fairy,21.2,7,1
"['Unaware']",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,29,30720,0,200,45,"Nebula Pokémon",31,1250000,0.2,43,Cosmog,"",789,29,31,37,psychic,"",0.1,7,1
"['Sturdy']",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,29,30720,0,400,45,"Protostar Pokémon",131,1250000,0.1,43,Cosmoem,"",790,29,131,37,psychic,"",999.9,7,1
"['Full Metal Body']",1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,137,30720,0,680,45,"Sunne Pokémon",107,1250000,3.4,137,Solgaleo,"",791,113,89,97,psychic,steel,230.0,7,1
"['Shadow Shield']",1,4,1,1,1,0,1,1,4,1,1,1,0,0.5,0.5,1,1,1,113,30720,0,680,45,"Moone Pokémon",89,1250000,4.0,137,Lunala,"",792,137,107,97,psychic,ghost,120.0,7,1
"['Beast Boost']",0.5,1,1,1,0.5,1,0.5,0.5,1,1,4,1,0.5,0.25,2,1,2,2,53,30720,0,570,45,"Parasite Pokémon",47,1250000,1.2,109,Nihilego,"",793,127,131,103,rock,poison,55.5,7,1
"['Beast Boost']",0.5,0.5,1,1,2,0.5,2,4,1,0.5,0.5,1,1,1,2,1,1,1,139,30720,0,570,25,"Swollen Pokémon",139,1250000,2.4,107,Buzzwole,"",794,53,53,79,bug,fighting,333.6,7,1
"['Beast Boost']",0.5,0.5,1,1,2,0.5,2,4,1,0.5,0.5,1,1,1,2,1,1,1,137,30720,0,570,255,"Lissome Pokémon",37,1250000,1.8,71,Pheromosa,"",795,137,37,151,bug,fighting,25.0,7,1
"['Beast Boost']",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,89,30720,0,570,30,"Glowing Pokémon",71,1250000,3.8,83,Xurkitree,"",796,173,71,83,electric,"",100.0,7,1
"['Beast Boost']",0.25,1,0.5,2,0.5,1,2,0.5,1,0.25,0,1,0.5,0,0.5,1,0.5,1,101,30720,0,570,25,"Launch Pokémon",103,1250000,9.2,97,Celesteela,"",797,107,101,61,steel,flying,999.9,7,1
"['Beast Boost']",1,1,0.5,0.5,0.5,2,4,1,1,0.25,1,1,0.5,0,0.5,0.5,0.5,0.5,181,30720,0,570,255,"Drawn Sword Pokémon",131,1250000,0.3,59,Kartana,"",798,59,31,109,grass,steel,0.1,7,1
"['Beast Boost']",2,0.5,2,0.5,4,2,0.5,1,0.5,0.5,1,2,1,1,0,1,1,0.5,101,30720,0,570,15,"Junkivore Pokémon",53,1250000,5.5,223,Guzzlord,"",799,97,53,43,dark,dragon,888.0,7,1
"['Prism Armor']",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,107,30720,0,600,3,"Prism Pokémon",101,1250000,2.4,97,Necrozma,"",800,127,89,79,psychic,"",230.0,7,1
"['Soul-Heart']",0.25,0.5,0,1,0.5,1,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,1,1,95,30720,0,600,3,"Artificial Pokémon",115,1250000,1.0,80,Magearna,"",801,130,115,65,steel,fairy,80.5,7,1
